DataSize(Bytes),Pageable_H2D(MB/s),Pageable_D2H(MB/s),Pinned_H2D(MB/s),Pinned_D2H(MB/s),Mapped_H2D(MB/s),Mapped_D2H(MB/s)
210432,5810.85,3260.81,7294.4,7315.67,5729.89,7981.37
210944,5802.14,3215.25,7269.87,7305.78,5762.26,7945.18
211456,5755.14,3306.77,7306.53,7287.52,5768.31,7964.46
211968,6158.56,3333.14,7238.2,7595,5794.21,7911.26
212480,5878.3,3501.46,7324.92,7567.85,5806.88,7945.29
212992,5885.63,3557.11,7346.82,7359.6,5811.54,7942.02
213504,5844.24,3517.85,7398.74,7597.51,5754.39,8021.32
214016,5871.74,3273.38,7346.01,7622.56,5838.15,8025.38
214528,5829.43,3311.8,7340.34,7636.23,5853.45,7991.79
215040,5975.47,3327.03,7355.74,7426.06,5840.68,7931.55
215552,5886.78,3263.37,7333.28,7373.26,5776.93,7980.06
216064,5680.82,3324.32,7313.13,7361.2,5795.87,8031.44
216576,5865.03,3295.2,7353.42,7374.43,5842.47,8000.58
217088,5864.24,3375.8,7383.43,7406.67,5733.03,8007.09
217600,5817.43,3308.24,7428.39,7473.33,5812.22,8025.97
218112,5866.65,3355.4,7147.05,7411.91,5742.27,8044.86
218624,5867.18,3311.99,7193.49,7406.08,5850.06,7984.69
219136,5811.58,3326.93,7268.52,7383.56,5825.84,8082.63
219648,5418.89,3275.06,7519.84,7239.17,5772.5,8101.51
220160,5970.23,3319.23,7574.35,7694.26,5805.16,8038.32
220672,6005.97,3637.97,7895,7464.86,5795.58,8064.42
221184,6036.44,3703.78,7794.03,7552.9,5821.86,8007.04
221696,6028.34,3494.87,7640.42,7407.01,5761.55,8096.88
222208,5926.01,3486.81,7680.27,7476.51,5716.28,8031.92
222720,5933.03,3295.72,7627.2,7491.62,5774.31,8065.1
223232,5980.07,3370.66,7680.04,7500.37,5857.66,8008.22
223744,6016.77,3312.51,7708.78,7764.88,5850.49,8082.53
224256,6070.25,3396.44,7505.17,7800.82,5963.28,8165.36
224768,6089.64,3433.42,7586.19,7780.03,6018.52,8080.35
225280,6117.42,3508.68,7560.66,7804.55,6089.68,8145.43
225792,6106.28,3455.71,7582.11,7754.68,6002.79,8166.42
226304,6032.54,3639.22,7577.96,7842.31,6046.06,8106.23
226816,6028.67,3587.92,7571.71,7725.31,5892.04,8066.4
227328,6076.15,3661.61,7527.67,7696.57,5792.99,8065.36
227840,6066.71,3590.78,7523.72,7753.54,5940.65,8144.12
228352,6135.15,3488.62,7862.99,7867.54,6034.51,8125.88
228864,6237.48,3680.88,7842.11,7917.21,6050.72,8119.86
229376,6360.49,3683.16,7841.63,7852.89,6069.64,8138.02
229888,6339.3,3669.14,7852.37,7920.46,6005.87,8131.98
230400,6347.54,3683.72,7822.79,7926.64,6092.68,8174.35
230912,6296.17,3754.86,7849.12,7900.93,6068.53,8163.36
231424,6262.86,3714.04,7821.91,7795.39,6024.87,8133.22
231936,6184.06,3673.79,7915.52,7581.28,6035.57,8075.04
232448,6246.61,3720.96,7847.62,7896.83,6108.9,8169.21
232960,6300.14,3640.67,7911.96,7905.21,6095.48,8170.34
233472,6347.1,3748.42,7942.93,7873.28,6106.19,8128.51
233984,6313.51,3656.19,7980.85,7949.01,6098.18,8160.64
234496,6325.89,3995.73,7946.02,7941.51,6172.25,8173.71
235008,6381.58,3956.94,7983.79,7981.52,6130.23,8234.9
235520,6333.45,3730.56,7835.94,7860.07,6056.12,8183.09
236032,6373.09,3940.23,7883.78,7948.36,6130.11,8141.55
236544,6376.81,3942.16,7883.21,7967.86,6102.19,8223.46
237056,6377.63,3768.91,7951.4,7980.59,6089.05,8253.29
237568,6358.4,3780.58,7959.62,7975.31,6115.38,8189.8
238080,6424.03,3862.98,7735.44,7853.17,6165.84,8272.03
238592,6421.85,3664.78,7578.57,7978.23,6140.41,8229.86
239104,6444.36,3768.8,7847.86,7955.18,6102.21,8247.52
239616,6102.21,3778.87,8010.22,7934.57,6216.42,8265.18
240128,6310.73,3707,7947.11,7927.3,6124.41,7332.35
240640,6437.73,4002.58,7645.66,7959.63,6202.49,8286.11
241152,6438.42,4011.1,7994.32,8036.78,6196.93,8260.79
241664,6488.42,3968.13,8031.39,8035.87,6124.28,8231.03
242176,6462.87,3802.64,7961.84,8019.34,6187.23,8201.6
242688,6434.76,3779.32,7998.52,8016.25,6217.64,8218.94
243200,6493.1,3801.69,7934.24,7993.3,6014.88,8233.94
243712,6476.31,3864.42,8054.54,8005.71,6217.15,8263.01
244224,6462.55,3858.17,8024.74,7941.56,6261.03,8210.31
244736,6474.66,3829.72,8043.78,8068.25,6289.03,8342.81
245248,6506.98,3845.81,8020.81,8025.21,6220.39,8279.76
245760,6511.86,3838.69,8053.02,8035.35,6262.69,8247.99
246272,6448.04,3851.73,8078.68,8019.1,6227.81,8209.71
246784,6468.55,3777.96,8135.77,8084.35,6267.35,8256.79
247296,6564.24,3821.13,8008.69,8090.01,6219.41,8292.54
247808,6486.83,3884.42,8122.36,8385.19,6221.78,8242.47
248320,6587.02,4027.49,8163.83,8134.67,6272.95,8322.2
248832,6486.57,4047.36,8065,8138.02,6208.26,8322.98
249344,6705.19,4060.67,8068.44,8103.63,6274.88,8291.25
249856,6556.27,4008.77,8111.43,8067.49,6286.44,8310.59
250368,6526.61,4014.82,8156.93,8114.79,6315.32,8256.21
250880,6532.81,3977.02,8120.34,8069.95,6391.8,8344.65
251392,6475.42,3902.63,8134.71,8172.42,6285.29,8357.02
251904,6515.36,3869.26,8122.61,8091.97,6267.86,8304.56
252416,6547.07,3915.46,8152.35,8130.32,6430.93,8323.74
252928,6596.23,3954.8,8135.82,8160.05,6326.35,8285.62
253440,6618.27,3884.34,8110.71,8185.42,6281.17,8329.86
253952,6637.46,3895.19,8138.02,8188.65,6339.99,8376.71
254464,6694.87,3962.7,8150.05,8231.88,6546.07,8340.52
254976,6240.1,3957.75,8273.14,8120.63,6344.29,8332.1
255488,6622.43,3965.18,8072.23,8104.46,6271.94,8348.83
256000,6660.32,4020.23,8214.69,8194.84,6383.1,8379.35
256512,6720.57,4007.68,8220.06,8251.11,6455.27,8437.81
257024,6656.45,4009.9,8155.35,8232.04,6413.99,8412.86
257536,6529.28,4018.94,8208.74,8232.95,6433.5,8415.76
258048,6681.52,4011.18,8216.27,8262.62,6423.41,8430.18
258560,6622.85,3979.7,8389.43,8225.98,6420.07,8419.22
259072,6114.39,3979.87,8264.33,8279.84,6234.11,8403.75
259584,6753.56,3998.56,8302.88,8258.56,6373.81,8438.73
260096,6714.13,4111.64,8233.1,8235.29,6403.52,8425.5
260608,6381.86,3835.42,8111.46,8177.65,6331.14,8391.92
261120,6656.96,3867.3,8157.21,8247.99,6339.7,8442.62
261632,6577.18,3883.57,7948.26,8139.08,6365.09,8463.76
262144,6777.27,4051.6,8278.15,8295.73,6437.99,8418.64
262656,6143.03,3953.41,8311.93,8311.93,6636.51,8439.63
263168,6601.87,4050.1,8286.34,8635.31,6465.8,8451.53
263680,6656.74,3933.07,8230.72,8267.52,6428.04,8467.97
264192,6597.01,4077.97,8274.87,8246.7,6457.69,8491.28
264704,6767.14,4146.54,8334.7,8310.55,6430.65,8405.75
265216,6672.9,3997.5,8071.54,8186.49,6447.02,8446.76
265728,6754.21,4025.06,8290.3,8208.67,6441.08,8460.8
266240,6631.48,3861.57,8100.63,8267.33,6490.45,8477.1
266752,6781.68,4112.69,8304.86,8326.61,6490.98,8493.41
267264,6806.31,4106.24,8388.72,8377.69,6355.55,8493.83
267776,6660,4001.18,8341.1,8380.52,6526.56,8453.76
268288,6760.18,4107.68,8378.94,8335.27,6571.28,8537.75
268800,6814.86,4102.35,8316.5,8353.35,6536.81,8486.08
269312,6822.03,4186.27,8360.54,8369.26,6550.6,8556.63
269824,6848.1,4097.52,8365.55,8163.84,6617.06,8500.4
270336,6607.87,3878.05,8273.83,8320.83,6520.96,8462.86
270848,6720.98,4057.25,8128.8,8364.66,6394.85,8487.8
271360,6747.73,4135.6,8352.35,8649.37,6510.09,8503.85
271872,6853.39,4151.36,8679.61,8353.01,6558.01,8510.94
272384,6756.28,4185.99,8429.57,8172.84,6558.41,8569.73
272896,6774.62,4187.38,8217.16,8390.96,6561.46,8487.28
273408,6908.18,4174.81,8421.91,8417.56,6600.4,8559.03
273920,6769.03,4004.15,8424.62,8048.76,6521.63,8521.35
274432,6872.87,4217.46,8162.39,8442.54,6594.41,8591.08
274944,6891.48,4168.9,8438.69,8740.23,6600.06,8535.39
275456,6908.67,4166.06,8421.88,8452.23,6584.5,8531.28
275968,6682.5,4206.36,8457.06,8476.67,6529.96,8567.17
276480,6849.33,4176.25,8485.83,8464.04,6632.92,8534.17
276992,6892.09,4222.51,8466.67,8471.02,6297.92,8547.77
277504,6904.83,3939.16,8419.71,8482.32,6617.53,8543.66
278016,6948.03,4204.78,8377.68,8428.81,6623.12,8559.42
278528,6765.1,4202.93,8481,8374.05,6582.7,8575.19
279040,7141.3,4228.85,8427.71,8511.81,6625.01,8544.61
279552,6958.7,4183.43,8479.69,8438.89,6545.9,8560.29
280064,6801.02,4123.28,8456.49,8424.48,6556.6,8545.23
280576,6845.53,4102.95,8429.25,8427.13,6612.75,8567.43
281088,6896.13,3754.85,8343.7,8483.11,6624.81,8574.28
281600,6925.8,4309.84,8436.63,8511.49,6613.34,8541.82
282112,6909.88,4257.01,8496.81,8498.96,6652.89,8563.88
282624,6687.46,4258.8,8439.73,8450.32,6636.09,8623.34
283136,6896.7,4286.02,8510.45,8510.45,6641.57,8575.32
283648,6958.94,4283.44,8517.25,8506.53,6670.64,8590.82
284160,6967.2,4239.61,8554.17,8534.77,6636.86,8606.33
284672,6986.94,4356.86,8630.61,8256.82,6611.25,8545.84
285184,6936.66,4280.07,8235.61,8473.72,6647.75,8617.64
285696,6905.44,4054.96,8501.65,8544.31,6582.45,8580.91
286208,6878.76,4006.89,8443.12,8483.01,6580.26,8642.01
286720,6930.19,4075.32,8491.85,8534.25,6652.33,8544.92
287232,7036.73,4364.1,8509.13,8532.45,6656.44,8560.18
287744,6987.52,4320.12,8482.14,8566.87,6651.49,8618.53
288256,6998.53,4228.75,8432.59,8264.26,6654.3,8590.7
288768,6924.93,4314.84,8527.08,8584.5,6689.43,8657.9
289280,6987.81,4271.1,8550.67,8565.54,6676.64,8580.46
289792,6894.01,4356.9,8557.32,8536.17,6728.85,8570.06
290304,7036.79,4343.24,8606.55,8561.83,6700.28,8651.73
290816,7091.01,4353.08,8587.56,8587.56,6723.81,8598.21
291328,6947.19,4357.47,8619.76,8537.12,6730.43,8634.76
291840,7022.62,4358.02,8506.12,8303.11,6624.15,8697.51
292352,6984.18,4359.65,8567.13,8579.78,6708.58,8628.64
292864,7025.98,4376.05,8658.76,8575.81,6779.05,8658.76
293376,6969.54,4392.51,8635.34,8580.26,6721.73,8605.6
293888,7059.07,4302.9,8605.79,8375.37,6725.7,8620.61
294400,7088.51,4288.8,8559.81,8545.22,6707.8,8682.64
294912,6957.5,4321.6,8585.16,8555.91,6679.89,8629.42
295424,6977.87,4328.04,8587.49,8566.6,6800.02,8655.02
295936,7076.89,4456.02,8564.78,8612.87,6642.5,8672.15
296448,7264,4408.6,8625.67,8598.38,6766.1,8627.77
296960,7102.81,4277.48,8657.47,8625.83,6735.23,8657.47
297472,7133.66,4380.66,8693.66,8889.8,6793.38,8590.46
297984,7088.9,4449.76,8670.36,8632.43,6916.37,8717.17
298496,6981.26,4369.29,8624.21,8640.96,6748.25,8689.5
299008,7030.48,4226.79,8672.63,8674.75,6502.1,8651.58
299520,6803.65,4129.72,8674.82,8649.6,6767.54,8689.6
300032,7079.69,4165.69,8660.19,8679.11,6817.88,8677
300544,7136.98,4342.22,8618.63,8651.93,6780.4,8696.03
301056,7088.42,4425.78,8408.78,8700.28,6832.03,8693.96
301568,7015.95,4407.76,8675.12,8639.68,6842.35,8708.75
302080,7119.56,4435.91,8746.84,8704.55,6790.64,8723.53
302592,7168.48,4393.64,8664.85,8467.55,6727.3,8729.86
303104,7146.52,4406.44,8656.64,8700.41,6798.27,8685.77
303616,7144.46,4422.51,8706.72,8721.41,6852.3,8719.31
304128,7193.43,4462.14,8704.65,8746.65,6843.13,8742.44
304640,7102.66,4465.25,8671.42,8738.19,6786.75,8750.82
305152,7086.88,4490.98,8746.56,8731.87,6823.66,8740.26
305664,7127.93,4537.73,8731.84,8882.98,6859.56,8759.13
306176,7155.27,4475.11,8740.19,8496.05,6846.56,8773.8
306688,7129.5,4472.18,8620.62,8632.84,6867.03,8721.39
307200,6971.46,4266.7,8665.66,8432.21,6825.93,8669.77
307712,7032.62,4279.8,8645.33,8645.33,6800.54,8684.22
308224,7017.41,4445.1,8896.65,8651.56,6856.35,8700.73
308736,7033.1,4392.43,8711.05,8670.01,6856.22,8779.63
309248,7183.41,4378.29,8686.44,8715.19,6884.26,8725.5
309760,7114.89,4380.34,8583.51,8711.08,6723.65,8781.51
310272,7143.16,4482.22,8781.41,8758.54,6846.96,8806.5
310784,7207.85,4462.04,8768.84,9042.8,6846.86,8768.84
311296,7226.75,4519.47,8789.53,8766.68,6858.14,8723.41
311808,7218.96,4532.98,8801.9,8713.18,6832.8,8733.65
312320,7349.28,4350.99,8727.48,8735.67,6833.97,8760.34
312832,7084.44,4451.77,8690.86,8735.65,6842.66,8762.33
313344,6870.24,4486.91,8828.53,8838.98,6931.44,8717.27
313856,7070.02,4532.9,8793.08,8662.78,6928.62,8739.68
314368,7016.59,4517.31,8758.02,8532.69,6890.16,8747.8
314880,7252.05,4514.87,9119.68,8799.02,6940.94,8809.35
315392,7190.22,4204.61,8790.66,8803.01,6863.39,8815.39
315904,7365.28,4581.91,8854.62,8782.34,6951.95,8782.34
316416,7244.04,4591.57,8601.99,8917.19,6959.36,8796.58
316928,7257.16,4259.87,8711.27,8808.76,6910.69,8751.62
317440,7296.91,4433.2,8814.77,8862.25,6899.14,8825.05
317952,7287.6,4532.75,8824.87,8818.71,6921.63,8723.32
318464,7154.89,4509.31,8857.65,8874.21,6956.91,8839.08
318976,7291.45,4584.63,8812.26,8816.35,6928.74,8802.06
319488,7284.99,4549.75,8846.91,8828.45,6967.79,8761.43
320000,7179.93,4551.06,8863.14,8797.73,6954.78,8765.39
320512,6934.3,4574.71,8873.2,8767.33,6901.74,8781.43
321024,7179.93,4442.66,8797.48,8751.21,6784.09,8793.44
321536,7103.42,4490.93,8811.51,8789.29,6983.07,8860.4
322048,7153.18,4569.28,8825.54,8835.7,6987.83,8821.49
322560,7301.96,4615,8839.57,8876.3,6974.81,8833.48
323072,7308,4352.76,8857.68,8855.64,6996.04,8849.54
323584,7200.71,4440.45,8610.32,8768.86,6965.37,8853.39
324096,7173.27,4620.89,8908.29,8750.91,7038.67,8816.81
324608,7011.47,4474.08,8810.63,8794.61,6976.08,8826.71
325120,6998.43,4169.25,8802.48,8816.5,6988.34,8824.53
325632,7075.9,4439.43,8824.36,8826.37,6976.7,8790.39
326144,7264.46,4520.33,8822.19,8774.41,6993.95,8868.48
326656,7387.67,4653.49,9018.16,8882.4,7021.35,8882.4
327168,7031.09,4416.43,8865.98,8945.29,6962.06,8831.85
327680,7199.13,4620.59,9163.15,8851.69,6963.01,8906.18
328192,7276.09,4097.13,8628.92,8857.49,7041.67,8813.59
328704,6989.76,4410.19,8893.46,8942.17,7003.5,8865.29
329216,7399.25,4583.7,8865.06,8835.12,6963.38,8817.26
329728,7349.78,4549.91,8949.6,8933.33,7006.53,8783.61
330240,7454.59,4240.38,8918.82,8941.1,7009.91,8850.65
330752,7238.61,4539.34,8940.75,8763.88,7034.56,8806.95
331264,7355.14,4676.66,8888.08,8928.27,7017.9,8860.16
331776,7419.02,3634.51,8816.49,8848.05,7053.82,8889.81
332288,7005.98,4300.96,8937.68,8877.59,7015.91,8785.06
332800,7254.13,4369.26,8869.41,8845.67,7047.94,8855.55
333312,7446.38,4530.14,8904.95,8677.42,7048.77,8845.48
333824,7289.78,4575.71,8956.77,8898.69,7111.32,8868.94
334336,7439.98,4660.97,8690.79,8788.52,7044.18,8833.32
334848,7343.08,4388.89,8884.26,8937.97,7077.48,8846.85
335360,7258.17,4612.14,8825.17,8965.69,6933.41,8860.38
335872,7275.86,4702.73,8973.34,8879.81,7037.98,8858.2
336384,7399.91,4516.29,8846.26,8921.04,6975.14,8881.53
336896,7369.02,4719.84,9006.76,8998.68,7084.34,8853.87
337408,7293.23,4693.37,8956.17,8873.19,6967.29,8912.51
337920,7396.84,4513.02,8894.5,8880.78,7042.52,8928.01
338432,7186.36,4741.92,9003.4,9164.98,7124.18,8878.57
338944,7267.14,4626.73,9019.03,8963.02,7033.12,8833.68
339456,7043.74,4414.83,8897.6,8893.69,7031.5,8893.69
339968,6826.23,4222.48,8916.91,8877.84,7000.75,8907.11
340480,6124.7,4379.88,8977.74,8789.17,7031.94,8932.3
340992,7388.12,4553.54,8973.38,8975.36,7212.46,8846.45
341504,7232.27,4466.31,9026.71,9030.71,7113.48,8894.57
342016,7434.63,4723.84,9032.23,8739.87,7132.87,8933.28
342528,7417.35,4491.04,8980.1,9029.75,7108.73,8863.15
343040,7213.54,4193.35,8950.22,8866.77,7083.59,8874.47
343552,7613.79,4580.54,8967.5,8858.88,7133.7,8887.71
344064,7466.89,4308.36,9010.46,8916.44,7042.52,8841.48
344576,7178.72,4434.01,9095.81,9049.72,7057.85,8860.37
345088,7388.24,4764.62,9015.49,8873.53,6916.22,8908.12
345600,7464.89,4637.93,8697.22,9024.91,7125.34,8902.06
346112,7412.82,4543.03,8955.89,8890.27,7101.51,8953.94
346624,7537.54,4573.41,8882.37,8924.58,7087.62,8905.34
347136,7279.13,4551.96,9007.8,8941.62,7132.34,8941.62
347648,7370.24,4521.86,9011.28,9025.02,7117.1,8931.65
348160,7448.66,4667.56,8954.46,8946.74,7066.9,8935.18
348672,7369.67,4626.04,8987.01,9083.25,6968.14,8873.81
349184,7396.23,4714.69,8998.27,8988.55,7114.34,8930.7
349696,7549.26,4690.26,8841.36,8980.4,7092.04,8968.81
350208,6985.95,4628.39,8989.67,9063.84,7176.9,8943.45
350720,7349.11,4559.33,8931.66,8975.76,7081.48,8948.86
351232,7444.9,4262.89,8977.3,8940.88,7085.82,8960.01
351744,7159.15,4425.92,9036.89,8976.91,7125.09,8919.62
352256,7408.64,4781.08,9106.96,9166.6,7180.61,8963.11
352768,7581.25,4508.76,8812.49,8999.19,7189.81,8941.79
353280,7289.99,4732.47,9105.79,9105.79,7093.53,8952.86
353792,7484.52,4810.69,9302.01,8971.56,7011.69,8965.84
354304,7551.64,4597.4,9189.8,8899.35,7210.03,8918.14
354816,7335.65,4742.92,9009.02,9026.33,7074.32,8984.15
355328,7407.9,4499.99,8932.6,9029.72,7224.7,8979.95
355840,7171.5,4515.11,9100.93,9065.92,7221.56,9010.08
356352,7461.88,4815.29,9112.07,8909.49,7187.9,8969.69
356864,7544.16,4561.11,9078.43,9049.46,7198.22,8982.58
357376,7398.84,4682.11,9159.87,9068.23,7235.49,8959.52
357888,7595.44,4816.93,9110.31,9067.71,7142.74,8961.05
358400,7604.95,4737.18,8983.31,9059.5,7237.78,8960.7
358912,7116.71,4874.75,9066.68,9101.39,7245.66,9015.1
359424,7510.37,4888.38,9163.1,8883.82,7163.8,8995.73
359936,7633.47,4836.31,9146.82,9160.49,7246.7,8976.51
360448,7341.32,4640.75,9117.07,9177.44,7258.23,9011.9
360960,7371.9,4564.53,9135.84,9163.07,7256.29,9015.25
361472,7551.84,4414.59,9066.03,9045.09,7283.78,8975.38
361984,7335.01,4537.52,9096.09,8965.69,7174.04,9001.22
362496,7235.92,4674.19,9082.15,8933.82,7265.11,8943.07
363008,7655.04,4832.38,9160.44,9152.69,7293.77,8996.66
363520,7476.7,4844.06,9206.49,8929.52,7296.68,9048.85
364032,7601.33,4828.75,9116.81,9046.49,7142.2,9027.67
364544,7717.46,4784.44,9106.67,9189.48,7198.45,9029.09
365056,7580.22,4446.06,9155.92,9127.11,7199.02,9006.22
365568,7556.63,4615.94,9067.65,9071.42,7286.26,9018.85
366080,7531.95,4736.8,9106.87,9053.97,7222.8,9031.49
366592,7508.79,4614.7,9192.51,9163.59,7241.29,9044.12
367104,7287.63,4519.96,9105.75,9019.42,7220.29,8999.01
367616,7869.14,4950.1,9257.13,8996.76,7166.52,8974.66
368128,7361.9,4582.26,8994.52,9095.19,7299.45,8998.21
368640,7672.02,4919.43,9224.46,9208.99,7308.38,9023.68
369152,7708.24,4849.72,9206.35,9143.23,7154.34,8979.05
369664,7617.52,4812.43,9215.26,9236.51,7362.97,9059.91
370176,7647.91,4885.79,9204.93,9191.51,7114.04,9013.16
370688,7540.86,4870.43,9105.6,9198.47,7318.56,8968.84
371200,7767.33,4585.07,9184.41,9228.46,7328.67,8928.67
371712,7671.66,4949.35,9239.27,9198.99,7141.26,8993.61
372224,7658.36,4860.08,9223.15,9181.16,7305.33,9018.81
372736,7703.47,4932.13,9266.65,9243.52,7331.07,9012.9
373248,7650.38,4921.43,9285.19,9472.99,7153.48,9032.61
373760,7574.92,4879.6,9215.24,9190.52,7309,9061.55
374272,7643.77,4440.8,9152.14,9174.73,7304.63,9066.59
374784,7713.7,4909.64,9288.51,9189.17,7367.7,9064.26
375296,7669.94,4557.74,9106.2,9232.1,7364.41,9078.48
375808,7266.8,4810.98,9277.24,9263.81,7327.41,9101.95
376320,7778.89,4958.64,9287.96,9270.68,7395.46,9048.17
376832,7537.23,4594.18,9260.33,9233.68,7371.49,9045.89
377344,7753,4404.04,9023.65,9183.93,7311.92,9069.13
377856,7709.04,4794.46,9368.54,9228.43,7379.41,9026.84
378368,7730.07,4893.67,9106.6,9222.04,7305.63,9093.75
378880,7520.15,4874.38,9150.33,9185.69,7375.25,9047.68
379392,7698.22,4938.53,9350.23,9226.24,7431.33,9014.76
379904,7765.45,4999.79,9303.22,9188.09,7395.18,9072.13
380416,7754.64,4724.36,9165.14,9021.11,7272.15,9069.82
380928,7738.61,4949.34,9256.04,9293.93,7401.82,9113.02
381440,7733.2,4980.96,9550.76,9234.6,7388.88,9101.52
381952,7726.49,4703.26,9237.62,9070.17,7368.87,9121.04
382464,7824.48,4798.79,9318.06,9318.06,7376.36,9075.09
382976,7789.51,4982.46,9393.89,9236.15,7392.21,9087.24
383488,7546.27,4920.39,9320.15,9144.9,7416.5,9137.58
384000,7742.96,4630.89,9300.36,9300.36,7408.38,9098.86
384512,7662.55,4617.91,9326.02,9329.82,7432.69,9083.91
385024,7652.29,4660.69,9291.18,9293.06,7368.51,9096
385536,7657.36,4706.55,9273.5,9271.63,7347.64,9147.98
386048,7713.8,4934.12,9176.57,9233.65,7275.97,9109.36
386560,7420.54,4855.29,9322.59,9290.63,7382.5,9110.63
387072,7946.03,4995.41,9340.6,9338.71,7269.98,9068.9
387584,7754.89,5011.78,9349.17,9275.97,7439,9098.78
388096,7758.62,4928.06,9331.31,9284.5,7451.22,9150.45
388608,7766.25,4998.46,9360.61,9328.57,7262.22,9104.89
389120,7293.51,4943.17,9316.47,9331.47,7368.82,9065.22
389632,7570.95,4602.43,9298.85,9059.44,7280.21,9071.83
390144,7670.92,5001.48,9380.55,9451.08,7424.77,9083.75
390656,7817.66,4915.02,9349.49,9345.74,7396.73,9095.67
391168,7635.64,5038.45,9339.25,9314.99,7430.03,9107.59
391680,7696.04,5038.51,9366.48,9358.97,7463.54,9110.61
392192,7711.19,4754.7,9399.46,9374.96,7421.1,9131.43
392704,7458.02,4965.42,9255.43,9301.4,7475.88,9047.93
393216,7796.91,5064.83,9369.38,9132.09,7446.39,9098.41
393728,7865.94,4196.34,9272.23,9372.21,7444.26,9110.25
394240,7911.96,5055.08,9408.82,9343.35,7448.03,9122.1
394752,7874.52,4979.17,9349.91,9390.96,7434.14,9072.32
395264,7407.51,4648.69,9313.92,9301.05,7412.17,9101.63
395776,7826.84,5054.12,9441.7,9359.29,7486.54,9102.87
396288,7645.45,3864.94,9277.54,9257.54,7369.92,9118.16
396800,7721.55,5002.35,9355.67,9353.82,7475.07,9167.1
397312,7618.35,4957.43,9314.31,9290.56,7479.99,9177.15
397824,7833.55,5026.42,9435.8,9398.4,7429.78,9190.76
398336,7817.81,4559.32,9241.99,9360.41,7514.69,9121.27
398848,7878.44,4911.82,9357.68,9407.67,7464.11,9115.49
399360,7689.78,5079.75,9476,9384.47,7530.44,9130.69
399872,7835.05,4774.96,9361.44,9319.35,7480.93,9145.91
400384,7540.2,5018.87,9369.75,9393.72,7492.86,9150.59
400896,7816.57,4512.37,9348.7,9310.45,7373.94,9108.16
401408,7393.63,4813.56,9277.15,9298.79,7521.47,9118.06
401920,7754.1,4702.85,9321.52,9413.08,7522.78,9131.43
402432,7815.84,4611.52,9326.13,9419.52,7463.23,9141.32
402944,7783.94,4792.92,9398.29,9336.18,7434.56,9151.2
403456,7733.67,4895.73,9413.92,9428.68,7303.83,9164.58
403968,7734.78,4656.87,9234.27,9334.51,7445.38,9170.96
404480,7778.31,4752.86,9399.18,9322.85,7469.83,9187.84
404992,7850.21,4932.45,9401.91,9341.88,7538.85,9199.47
405504,7906.42,5132.16,9439.53,9445.07,7561.37,9207.59
406016,7885.45,4833.32,9481.07,9420.18,7544.95,9166.83
406528,7775.05,5042.34,9489.31,9439.41,7568.63,9180.13
407040,7911.78,4911.73,9247.75,9398.21,7433.05,9134.59
407552,7683.69,4822.71,9439.28,9408.21,7694.64,9189.33
408064,7561.79,4964.79,9349.42,9267.48,7410.88,9162.75
408576,7824.27,5095.31,9472.2,9455.65,7602.01,9224.63
409088,7715.09,5167.65,9484.07,9456.48,7557.27,9180.55
409600,7916.36,5137.64,9533.02,9439.03,7574.95,9154.13
410112,7948.16,4698.62,9667.62,9428.96,7570.33,9189.69
410624,7559.88,4840.8,9449.84,9480.96,7586.83,9156.42
411136,8061.06,5122.95,9483.6,9452.5,7526.29,9171.26
411648,7881.83,4697.71,9467.93,9460.62,7544.94,9196.45
412160,7886.57,5083.11,9454.17,9170.08,7561.3,9190.67
412672,7844.74,4607.51,9386.44,9489.65,7540.52,9160.96
413184,7787.41,5111.6,9499.59,9464.91,7564.95,9162.09
413696,7894.41,4911.01,9447.59,9352.63,7546.5,9218.02
414208,8065.57,5200.36,9528.65,9495.66,7583.7,9184.79
414720,7934.28,5024.24,9496.44,9458.29,7608.26,9230.49
415232,7914.86,5210.48,9528.3,9499.04,7583.81,9221.22
415744,8086.24,4943.2,9467.15,9329.92,7506.9,9181.28
416256,7868.95,5076.38,9487.88,9513.34,7573.5,9228.49
416768,7968.34,5194.21,9534.18,9475.99,7548.26,9222.69
417280,7989.67,5194.07,9518.49,9502.13,7579.41,9215.2
417792,7958.56,5212.42,9504.71,9532,7402.6,9214.56
418304,7974.69,4772.75,9527.27,9540.03,7636.4,9173.24
418816,7442.87,4846.79,9473.77,9466.58,7549.79,9235.43
419328,7864.66,5138.55,9469.18,9435.22,7599.24,9188.93
419840,7833.59,4960.24,9484.33,9473.56,7630.56,9220.49
420352,7839.47,4845.75,9451.12,9530.21,7610.85,9204.6
420864,7939.69,4583.49,9514.68,9484.1,7630.55,9270.31
421376,7929.27,4844.9,9324.66,9354.18,7541.2,9213.49
421888,7797.36,4779.79,9546.88,9487.45,7604.02,9209.48
422400,7919.79,5119.88,9511.52,9491.8,7608.64,9150.28
422912,7996.04,5200.11,9566.42,9496.15,7628.24,9230.14
423424,7986.72,4769.99,9514.81,9530.98,7523.64,9224.43
423936,7635.16,5070.95,9469.2,9455.03,7542.85,9181.89
424448,7929.5,4763.97,9425.88,9494.87,7621.35,9161.35
424960,7670.98,4938.02,9416.2,9525.98,7664.02,9207.41
