,block_id,thread_id,coordinate,value
3943,"(01,00)","(07,10)","(39,10)",679
2471,"(01,00)","(07,11)","(39,11)",743
1575,"(01,00)","(07,12)","(39,12)",807
3047,"(01,00)","(07,13)","(39,13)",871
3495,"(01,00)","(07,14)","(39,14)",935
2311,"(01,00)","(07,15)","(39,15)",999
1479,"(01,00)","(07,16)","(39,16)",1063
2375,"(01,00)","(07,17)","(39,17)",1127
2823,"(01,00)","(07,18)","(39,18)",1191
1383,"(01,00)","(07,19)","(39,19)",1255
647,"(01,00)","(07,20)","(39,20)",1319
2215,"(01,00)","(07,21)","(39,21)",1383
2951,"(01,00)","(07,22)","(39,22)",1447
1159,"(01,00)","(07,23)","(39,23)",1511
519,"(01,00)","(07,24)","(39,24)",1575
1255,"(01,00)","(07,25)","(39,25)",1639
1511,"(01,00)","(07,26)","(39,26)",1703
807,"(01,00)","(07,27)","(39,27)",1767
7,"(01,00)","(07,28)","(39,28)",1831
359,"(01,00)","(07,29)","(39,29)",1895
935,"(01,00)","(07,30)","(39,30)",1959
263,"(01,00)","(07,31)","(39,31)",2023
2280,"(01,00)","(08,00)","(40,00)",40
3624,"(01,00)","(08,01)","(40,01)",104
4072,"(01,00)","(08,02)","(40,02)",168
3368,"(01,00)","(08,03)","(40,03)",232
1704,"(01,00)","(08,04)","(40,04)",296
3592,"(01,00)","(08,05)","(40,05)",360
3656,"(01,00)","(08,06)","(40,06)",424
3336,"(01,00)","(08,07)","(40,07)",488
1640,"(01,00)","(08,08)","(40,08)",552
3528,"(01,00)","(08,09)","(40,09)",616
3944,"(01,00)","(08,10)","(40,10)",680
2472,"(01,00)","(08,11)","(40,11)",744
1576,"(01,00)","(08,12)","(40,12)",808
3048,"(01,00)","(08,13)","(40,13)",872
3496,"(01,00)","(08,14)","(40,14)",936
2312,"(01,00)","(08,15)","(40,15)",1000
1480,"(01,00)","(08,16)","(40,16)",1064
2376,"(01,00)","(08,17)","(40,17)",1128
2824,"(01,00)","(08,18)","(40,18)",1192
1384,"(01,00)","(08,19)","(40,19)",1256
648,"(01,00)","(08,20)","(40,20)",1320
2216,"(01,00)","(08,21)","(40,21)",1384
2952,"(01,00)","(08,22)","(40,22)",1448
1160,"(01,00)","(08,23)","(40,23)",1512
520,"(01,00)","(08,24)","(40,24)",1576
1256,"(01,00)","(08,25)","(40,25)",1640
1512,"(01,00)","(08,26)","(40,26)",1704
808,"(01,00)","(08,27)","(40,27)",1768
8,"(01,00)","(08,28)","(40,28)",1832
360,"(01,00)","(08,29)","(40,29)",1896
936,"(01,00)","(08,30)","(40,30)",1960
264,"(01,00)","(08,31)","(40,31)",2024
2281,"(01,00)","(09,00)","(41,00)",41
3625,"(01,00)","(09,01)","(41,01)",105
4073,"(01,00)","(09,02)","(41,02)",169
3369,"(01,00)","(09,03)","(41,03)",233
1705,"(01,00)","(09,04)","(41,04)",297
3593,"(01,00)","(09,05)","(41,05)",361
3657,"(01,00)","(09,06)","(41,06)",425
3337,"(01,00)","(09,07)","(41,07)",489
1641,"(01,00)","(09,08)","(41,08)",553
3529,"(01,00)","(09,09)","(41,09)",617
3945,"(01,00)","(09,10)","(41,10)",681
2473,"(01,00)","(09,11)","(41,11)",745
1577,"(01,00)","(09,12)","(41,12)",809
3049,"(01,00)","(09,13)","(41,13)",873
3497,"(01,00)","(09,14)","(41,14)",937
2313,"(01,00)","(09,15)","(41,15)",1001
1481,"(01,00)","(09,16)","(41,16)",1065
2377,"(01,00)","(09,17)","(41,17)",1129
2825,"(01,00)","(09,18)","(41,18)",1193
1385,"(01,00)","(09,19)","(41,19)",1257
649,"(01,00)","(09,20)","(41,20)",1321
2217,"(01,00)","(09,21)","(41,21)",1385
2953,"(01,00)","(09,22)","(41,22)",1449
1161,"(01,00)","(09,23)","(41,23)",1513
521,"(01,00)","(09,24)","(41,24)",1577
1257,"(01,00)","(09,25)","(41,25)",1641
1513,"(01,00)","(09,26)","(41,26)",1705
809,"(01,00)","(09,27)","(41,27)",1769
9,"(01,00)","(09,28)","(41,28)",1833
361,"(01,00)","(09,29)","(41,29)",1897
937,"(01,00)","(09,30)","(41,30)",1961
265,"(01,00)","(09,31)","(41,31)",2025
2282,"(01,00)","(10,00)","(42,00)",42
3626,"(01,00)","(10,01)","(42,01)",106
4074,"(01,00)","(10,02)","(42,02)",170
3370,"(01,00)","(10,03)","(42,03)",234
1706,"(01,00)","(10,04)","(42,04)",298
3594,"(01,00)","(10,05)","(42,05)",362
3658,"(01,00)","(10,06)","(42,06)",426
3338,"(01,00)","(10,07)","(42,07)",490
1642,"(01,00)","(10,08)","(42,08)",554
3530,"(01,00)","(10,09)","(42,09)",618
3946,"(01,00)","(10,10)","(42,10)",682
2474,"(01,00)","(10,11)","(42,11)",746
1578,"(01,00)","(10,12)","(42,12)",810
3050,"(01,00)","(10,13)","(42,13)",874
3498,"(01,00)","(10,14)","(42,14)",938
2314,"(01,00)","(10,15)","(42,15)",1002
1482,"(01,00)","(10,16)","(42,16)",1066
2378,"(01,00)","(10,17)","(42,17)",1130
2826,"(01,00)","(10,18)","(42,18)",1194
1386,"(01,00)","(10,19)","(42,19)",1258
650,"(01,00)","(10,20)","(42,20)",1322
2218,"(01,00)","(10,21)","(42,21)",1386
2954,"(01,00)","(10,22)","(42,22)",1450
1162,"(01,00)","(10,23)","(42,23)",1514
522,"(01,00)","(10,24)","(42,24)",1578
1258,"(01,00)","(10,25)","(42,25)",1642
1514,"(01,00)","(10,26)","(42,26)",1706
810,"(01,00)","(10,27)","(42,27)",1770
10,"(01,00)","(10,28)","(42,28)",1834
362,"(01,00)","(10,29)","(42,29)",1898
938,"(01,00)","(10,30)","(42,30)",1962
266,"(01,00)","(10,31)","(42,31)",2026
2283,"(01,00)","(11,00)","(43,00)",43
3627,"(01,00)","(11,01)","(43,01)",107
4075,"(01,00)","(11,02)","(43,02)",171
3371,"(01,00)","(11,03)","(43,03)",235
1707,"(01,00)","(11,04)","(43,04)",299
3595,"(01,00)","(11,05)","(43,05)",363
3659,"(01,00)","(11,06)","(43,06)",427
3339,"(01,00)","(11,07)","(43,07)",491
1643,"(01,00)","(11,08)","(43,08)",555
3531,"(01,00)","(11,09)","(43,09)",619
3947,"(01,00)","(11,10)","(43,10)",683
2475,"(01,00)","(11,11)","(43,11)",747
1579,"(01,00)","(11,12)","(43,12)",811
3051,"(01,00)","(11,13)","(43,13)",875
3499,"(01,00)","(11,14)","(43,14)",939
2315,"(01,00)","(11,15)","(43,15)",1003
1483,"(01,00)","(11,16)","(43,16)",1067
2379,"(01,00)","(11,17)","(43,17)",1131
2827,"(01,00)","(11,18)","(43,18)",1195
1387,"(01,00)","(11,19)","(43,19)",1259
651,"(01,00)","(11,20)","(43,20)",1323
2219,"(01,00)","(11,21)","(43,21)",1387
2955,"(01,00)","(11,22)","(43,22)",1451
1163,"(01,00)","(11,23)","(43,23)",1515
523,"(01,00)","(11,24)","(43,24)",1579
1259,"(01,00)","(11,25)","(43,25)",1643
1515,"(01,00)","(11,26)","(43,26)",1707
811,"(01,00)","(11,27)","(43,27)",1771
11,"(01,00)","(11,28)","(43,28)",1835
363,"(01,00)","(11,29)","(43,29)",1899
939,"(01,00)","(11,30)","(43,30)",1963
267,"(01,00)","(11,31)","(43,31)",2027
2284,"(01,00)","(12,00)","(44,00)",44
3628,"(01,00)","(12,01)","(44,01)",108
4076,"(01,00)","(12,02)","(44,02)",172
3372,"(01,00)","(12,03)","(44,03)",236
1708,"(01,00)","(12,04)","(44,04)",300
3596,"(01,00)","(12,05)","(44,05)",364
3660,"(01,00)","(12,06)","(44,06)",428
3340,"(01,00)","(12,07)","(44,07)",492
1644,"(01,00)","(12,08)","(44,08)",556
3532,"(01,00)","(12,09)","(44,09)",620
3948,"(01,00)","(12,10)","(44,10)",684
2476,"(01,00)","(12,11)","(44,11)",748
1580,"(01,00)","(12,12)","(44,12)",812
3052,"(01,00)","(12,13)","(44,13)",876
3500,"(01,00)","(12,14)","(44,14)",940
2316,"(01,00)","(12,15)","(44,15)",1004
1484,"(01,00)","(12,16)","(44,16)",1068
2380,"(01,00)","(12,17)","(44,17)",1132
2828,"(01,00)","(12,18)","(44,18)",1196
1388,"(01,00)","(12,19)","(44,19)",1260
652,"(01,00)","(12,20)","(44,20)",1324
2220,"(01,00)","(12,21)","(44,21)",1388
2956,"(01,00)","(12,22)","(44,22)",1452
1164,"(01,00)","(12,23)","(44,23)",1516
524,"(01,00)","(12,24)","(44,24)",1580
1260,"(01,00)","(12,25)","(44,25)",1644
1516,"(01,00)","(12,26)","(44,26)",1708
812,"(01,00)","(12,27)","(44,27)",1772
12,"(01,00)","(12,28)","(44,28)",1836
364,"(01,00)","(12,29)","(44,29)",1900
940,"(01,00)","(12,30)","(44,30)",1964
268,"(01,00)","(12,31)","(44,31)",2028
2285,"(01,00)","(13,00)","(45,00)",45
3629,"(01,00)","(13,01)","(45,01)",109
4077,"(01,00)","(13,02)","(45,02)",173
3373,"(01,00)","(13,03)","(45,03)",237
1709,"(01,00)","(13,04)","(45,04)",301
3597,"(01,00)","(13,05)","(45,05)",365
3661,"(01,00)","(13,06)","(45,06)",429
3341,"(01,00)","(13,07)","(45,07)",493
1645,"(01,00)","(13,08)","(45,08)",557
3533,"(01,00)","(13,09)","(45,09)",621
3949,"(01,00)","(13,10)","(45,10)",685
2477,"(01,00)","(13,11)","(45,11)",749
1581,"(01,00)","(13,12)","(45,12)",813
3053,"(01,00)","(13,13)","(45,13)",877
3501,"(01,00)","(13,14)","(45,14)",941
2317,"(01,00)","(13,15)","(45,15)",1005
1485,"(01,00)","(13,16)","(45,16)",1069
2381,"(01,00)","(13,17)","(45,17)",1133
2829,"(01,00)","(13,18)","(45,18)",1197
1389,"(01,00)","(13,19)","(45,19)",1261
653,"(01,00)","(13,20)","(45,20)",1325
2221,"(01,00)","(13,21)","(45,21)",1389
2957,"(01,00)","(13,22)","(45,22)",1453
1165,"(01,00)","(13,23)","(45,23)",1517
525,"(01,00)","(13,24)","(45,24)",1581
1261,"(01,00)","(13,25)","(45,25)",1645
1517,"(01,00)","(13,26)","(45,26)",1709
813,"(01,00)","(13,27)","(45,27)",1773
13,"(01,00)","(13,28)","(45,28)",1837
365,"(01,00)","(13,29)","(45,29)",1901
941,"(01,00)","(13,30)","(45,30)",1965
269,"(01,00)","(13,31)","(45,31)",2029
2286,"(01,00)","(14,00)","(46,00)",46
3630,"(01,00)","(14,01)","(46,01)",110
4078,"(01,00)","(14,02)","(46,02)",174
3374,"(01,00)","(14,03)","(46,03)",238
1710,"(01,00)","(14,04)","(46,04)",302
3598,"(01,00)","(14,05)","(46,05)",366
3662,"(01,00)","(14,06)","(46,06)",430
3342,"(01,00)","(14,07)","(46,07)",494
1646,"(01,00)","(14,08)","(46,08)",558
3534,"(01,00)","(14,09)","(46,09)",622
3950,"(01,00)","(14,10)","(46,10)",686
2478,"(01,00)","(14,11)","(46,11)",750
1582,"(01,00)","(14,12)","(46,12)",814
3054,"(01,00)","(14,13)","(46,13)",878
3502,"(01,00)","(14,14)","(46,14)",942
2318,"(01,00)","(14,15)","(46,15)",1006
1486,"(01,00)","(14,16)","(46,16)",1070
2382,"(01,00)","(14,17)","(46,17)",1134
2830,"(01,00)","(14,18)","(46,18)",1198
1390,"(01,00)","(14,19)","(46,19)",1262
654,"(01,00)","(14,20)","(46,20)",1326
2222,"(01,00)","(14,21)","(46,21)",1390
2958,"(01,00)","(14,22)","(46,22)",1454
1166,"(01,00)","(14,23)","(46,23)",1518
526,"(01,00)","(14,24)","(46,24)",1582
1262,"(01,00)","(14,25)","(46,25)",1646
1518,"(01,00)","(14,26)","(46,26)",1710
814,"(01,00)","(14,27)","(46,27)",1774
14,"(01,00)","(14,28)","(46,28)",1838
366,"(01,00)","(14,29)","(46,29)",1902
942,"(01,00)","(14,30)","(46,30)",1966
270,"(01,00)","(14,31)","(46,31)",2030
2287,"(01,00)","(15,00)","(47,00)",47
3631,"(01,00)","(15,01)","(47,01)",111
4079,"(01,00)","(15,02)","(47,02)",175
3375,"(01,00)","(15,03)","(47,03)",239
1711,"(01,00)","(15,04)","(47,04)",303
3599,"(01,00)","(15,05)","(47,05)",367
3663,"(01,00)","(15,06)","(47,06)",431
3343,"(01,00)","(15,07)","(47,07)",495
1647,"(01,00)","(15,08)","(47,08)",559
3535,"(01,00)","(15,09)","(47,09)",623
3951,"(01,00)","(15,10)","(47,10)",687
2479,"(01,00)","(15,11)","(47,11)",751
1583,"(01,00)","(15,12)","(47,12)",815
3055,"(01,00)","(15,13)","(47,13)",879
3503,"(01,00)","(15,14)","(47,14)",943
2319,"(01,00)","(15,15)","(47,15)",1007
1487,"(01,00)","(15,16)","(47,16)",1071
2383,"(01,00)","(15,17)","(47,17)",1135
2831,"(01,00)","(15,18)","(47,18)",1199
1391,"(01,00)","(15,19)","(47,19)",1263
655,"(01,00)","(15,20)","(47,20)",1327
2223,"(01,00)","(15,21)","(47,21)",1391
2959,"(01,00)","(15,22)","(47,22)",1455
1167,"(01,00)","(15,23)","(47,23)",1519
527,"(01,00)","(15,24)","(47,24)",1583
1263,"(01,00)","(15,25)","(47,25)",1647
1519,"(01,00)","(15,26)","(47,26)",1711
815,"(01,00)","(15,27)","(47,27)",1775
15,"(01,00)","(15,28)","(47,28)",1839
367,"(01,00)","(15,29)","(47,29)",1903
943,"(01,00)","(15,30)","(47,30)",1967
271,"(01,00)","(15,31)","(47,31)",2031
2288,"(01,00)","(16,00)","(48,00)",48
3632,"(01,00)","(16,01)","(48,01)",112
4080,"(01,00)","(16,02)","(48,02)",176
3376,"(01,00)","(16,03)","(48,03)",240
1712,"(01,00)","(16,04)","(48,04)",304
3600,"(01,00)","(16,05)","(48,05)",368
3664,"(01,00)","(16,06)","(48,06)",432
3344,"(01,00)","(16,07)","(48,07)",496
1648,"(01,00)","(16,08)","(48,08)",560
3536,"(01,00)","(16,09)","(48,09)",624
3952,"(01,00)","(16,10)","(48,10)",688
2480,"(01,00)","(16,11)","(48,11)",752
1584,"(01,00)","(16,12)","(48,12)",816
3056,"(01,00)","(16,13)","(48,13)",880
3504,"(01,00)","(16,14)","(48,14)",944
2320,"(01,00)","(16,15)","(48,15)",1008
1488,"(01,00)","(16,16)","(48,16)",1072
2384,"(01,00)","(16,17)","(48,17)",1136
2832,"(01,00)","(16,18)","(48,18)",1200
1392,"(01,00)","(16,19)","(48,19)",1264
656,"(01,00)","(16,20)","(48,20)",1328
2224,"(01,00)","(16,21)","(48,21)",1392
2960,"(01,00)","(16,22)","(48,22)",1456
1168,"(01,00)","(16,23)","(48,23)",1520
528,"(01,00)","(16,24)","(48,24)",1584
1264,"(01,00)","(16,25)","(48,25)",1648
1520,"(01,00)","(16,26)","(48,26)",1712
816,"(01,00)","(16,27)","(48,27)",1776
16,"(01,00)","(16,28)","(48,28)",1840
368,"(01,00)","(16,29)","(48,29)",1904
944,"(01,00)","(16,30)","(48,30)",1968
272,"(01,00)","(16,31)","(48,31)",2032
2289,"(01,00)","(17,00)","(49,00)",49
3633,"(01,00)","(17,01)","(49,01)",113
4081,"(01,00)","(17,02)","(49,02)",177
3377,"(01,00)","(17,03)","(49,03)",241
1713,"(01,00)","(17,04)","(49,04)",305
3601,"(01,00)","(17,05)","(49,05)",369
3665,"(01,00)","(17,06)","(49,06)",433
3345,"(01,00)","(17,07)","(49,07)",497
1649,"(01,00)","(17,08)","(49,08)",561
3537,"(01,00)","(17,09)","(49,09)",625
3953,"(01,00)","(17,10)","(49,10)",689
2481,"(01,00)","(17,11)","(49,11)",753
1585,"(01,00)","(17,12)","(49,12)",817
3057,"(01,00)","(17,13)","(49,13)",881
3505,"(01,00)","(17,14)","(49,14)",945
2321,"(01,00)","(17,15)","(49,15)",1009
1489,"(01,00)","(17,16)","(49,16)",1073
2385,"(01,00)","(17,17)","(49,17)",1137
2833,"(01,00)","(17,18)","(49,18)",1201
1393,"(01,00)","(17,19)","(49,19)",1265
657,"(01,00)","(17,20)","(49,20)",1329
2225,"(01,00)","(17,21)","(49,21)",1393
2961,"(01,00)","(17,22)","(49,22)",1457
1169,"(01,00)","(17,23)","(49,23)",1521
529,"(01,00)","(17,24)","(49,24)",1585
1265,"(01,00)","(17,25)","(49,25)",1649
1521,"(01,00)","(17,26)","(49,26)",1713
817,"(01,00)","(17,27)","(49,27)",1777
17,"(01,00)","(17,28)","(49,28)",1841
369,"(01,00)","(17,29)","(49,29)",1905
945,"(01,00)","(17,30)","(49,30)",1969
273,"(01,00)","(17,31)","(49,31)",2033
2290,"(01,00)","(18,00)","(50,00)",50
3634,"(01,00)","(18,01)","(50,01)",114
4082,"(01,00)","(18,02)","(50,02)",178
3378,"(01,00)","(18,03)","(50,03)",242
1714,"(01,00)","(18,04)","(50,04)",306
3602,"(01,00)","(18,05)","(50,05)",370
3666,"(01,00)","(18,06)","(50,06)",434
3346,"(01,00)","(18,07)","(50,07)",498
1650,"(01,00)","(18,08)","(50,08)",562
3538,"(01,00)","(18,09)","(50,09)",626
3954,"(01,00)","(18,10)","(50,10)",690
2482,"(01,00)","(18,11)","(50,11)",754
1586,"(01,00)","(18,12)","(50,12)",818
3058,"(01,00)","(18,13)","(50,13)",882
3506,"(01,00)","(18,14)","(50,14)",946
2322,"(01,00)","(18,15)","(50,15)",1010
1490,"(01,00)","(18,16)","(50,16)",1074
2386,"(01,00)","(18,17)","(50,17)",1138
2834,"(01,00)","(18,18)","(50,18)",1202
1394,"(01,00)","(18,19)","(50,19)",1266
658,"(01,00)","(18,20)","(50,20)",1330
2226,"(01,00)","(18,21)","(50,21)",1394
2962,"(01,00)","(18,22)","(50,22)",1458
1170,"(01,00)","(18,23)","(50,23)",1522
530,"(01,00)","(18,24)","(50,24)",1586
1266,"(01,00)","(18,25)","(50,25)",1650
1522,"(01,00)","(18,26)","(50,26)",1714
818,"(01,00)","(18,27)","(50,27)",1778
18,"(01,00)","(18,28)","(50,28)",1842
370,"(01,00)","(18,29)","(50,29)",1906
946,"(01,00)","(18,30)","(50,30)",1970
274,"(01,00)","(18,31)","(50,31)",2034
2291,"(01,00)","(19,00)","(51,00)",51
3635,"(01,00)","(19,01)","(51,01)",115
4083,"(01,00)","(19,02)","(51,02)",179
3379,"(01,00)","(19,03)","(51,03)",243
1715,"(01,00)","(19,04)","(51,04)",307
3603,"(01,00)","(19,05)","(51,05)",371
3667,"(01,00)","(19,06)","(51,06)",435
3347,"(01,00)","(19,07)","(51,07)",499
1651,"(01,00)","(19,08)","(51,08)",563
3539,"(01,00)","(19,09)","(51,09)",627
3955,"(01,00)","(19,10)","(51,10)",691
2483,"(01,00)","(19,11)","(51,11)",755
1587,"(01,00)","(19,12)","(51,12)",819
3059,"(01,00)","(19,13)","(51,13)",883
3507,"(01,00)","(19,14)","(51,14)",947
2323,"(01,00)","(19,15)","(51,15)",1011
1491,"(01,00)","(19,16)","(51,16)",1075
2387,"(01,00)","(19,17)","(51,17)",1139
2835,"(01,00)","(19,18)","(51,18)",1203
1395,"(01,00)","(19,19)","(51,19)",1267
659,"(01,00)","(19,20)","(51,20)",1331
2227,"(01,00)","(19,21)","(51,21)",1395
2963,"(01,00)","(19,22)","(51,22)",1459
1171,"(01,00)","(19,23)","(51,23)",1523
531,"(01,00)","(19,24)","(51,24)",1587
1267,"(01,00)","(19,25)","(51,25)",1651
1523,"(01,00)","(19,26)","(51,26)",1715
819,"(01,00)","(19,27)","(51,27)",1779
19,"(01,00)","(19,28)","(51,28)",1843
371,"(01,00)","(19,29)","(51,29)",1907
947,"(01,00)","(19,30)","(51,30)",1971
275,"(01,00)","(19,31)","(51,31)",2035
2292,"(01,00)","(20,00)","(52,00)",52
3636,"(01,00)","(20,01)","(52,01)",116
4084,"(01,00)","(20,02)","(52,02)",180
3380,"(01,00)","(20,03)","(52,03)",244
1716,"(01,00)","(20,04)","(52,04)",308
3604,"(01,00)","(20,05)","(52,05)",372
3668,"(01,00)","(20,06)","(52,06)",436
3348,"(01,00)","(20,07)","(52,07)",500
1652,"(01,00)","(20,08)","(52,08)",564
3540,"(01,00)","(20,09)","(52,09)",628
3956,"(01,00)","(20,10)","(52,10)",692
2484,"(01,00)","(20,11)","(52,11)",756
1588,"(01,00)","(20,12)","(52,12)",820
3060,"(01,00)","(20,13)","(52,13)",884
3508,"(01,00)","(20,14)","(52,14)",948
2324,"(01,00)","(20,15)","(52,15)",1012
1492,"(01,00)","(20,16)","(52,16)",1076
2388,"(01,00)","(20,17)","(52,17)",1140
2836,"(01,00)","(20,18)","(52,18)",1204
1396,"(01,00)","(20,19)","(52,19)",1268
660,"(01,00)","(20,20)","(52,20)",1332
2228,"(01,00)","(20,21)","(52,21)",1396
2964,"(01,00)","(20,22)","(52,22)",1460
1172,"(01,00)","(20,23)","(52,23)",1524
532,"(01,00)","(20,24)","(52,24)",1588
1268,"(01,00)","(20,25)","(52,25)",1652
1524,"(01,00)","(20,26)","(52,26)",1716
820,"(01,00)","(20,27)","(52,27)",1780
20,"(01,00)","(20,28)","(52,28)",1844
372,"(01,00)","(20,29)","(52,29)",1908
948,"(01,00)","(20,30)","(52,30)",1972
276,"(01,00)","(20,31)","(52,31)",2036
2293,"(01,00)","(21,00)","(53,00)",53
3637,"(01,00)","(21,01)","(53,01)",117
4085,"(01,00)","(21,02)","(53,02)",181
3381,"(01,00)","(21,03)","(53,03)",245
1717,"(01,00)","(21,04)","(53,04)",309
3605,"(01,00)","(21,05)","(53,05)",373
3669,"(01,00)","(21,06)","(53,06)",437
3349,"(01,00)","(21,07)","(53,07)",501
1653,"(01,00)","(21,08)","(53,08)",565
3541,"(01,00)","(21,09)","(53,09)",629
3957,"(01,00)","(21,10)","(53,10)",693
2485,"(01,00)","(21,11)","(53,11)",757
1589,"(01,00)","(21,12)","(53,12)",821
3061,"(01,00)","(21,13)","(53,13)",885
3509,"(01,00)","(21,14)","(53,14)",949
2325,"(01,00)","(21,15)","(53,15)",1013
1493,"(01,00)","(21,16)","(53,16)",1077
2389,"(01,00)","(21,17)","(53,17)",1141
2837,"(01,00)","(21,18)","(53,18)",1205
1397,"(01,00)","(21,19)","(53,19)",1269
661,"(01,00)","(21,20)","(53,20)",1333
2229,"(01,00)","(21,21)","(53,21)",1397
2965,"(01,00)","(21,22)","(53,22)",1461
1173,"(01,00)","(21,23)","(53,23)",1525
533,"(01,00)","(21,24)","(53,24)",1589
1269,"(01,00)","(21,25)","(53,25)",1653
1525,"(01,00)","(21,26)","(53,26)",1717
821,"(01,00)","(21,27)","(53,27)",1781
21,"(01,00)","(21,28)","(53,28)",1845
373,"(01,00)","(21,29)","(53,29)",1909
949,"(01,00)","(21,30)","(53,30)",1973
277,"(01,00)","(21,31)","(53,31)",2037
2294,"(01,00)","(22,00)","(54,00)",54
3638,"(01,00)","(22,01)","(54,01)",118
4086,"(01,00)","(22,02)","(54,02)",182
3382,"(01,00)","(22,03)","(54,03)",246
1718,"(01,00)","(22,04)","(54,04)",310
3606,"(01,00)","(22,05)","(54,05)",374
3670,"(01,00)","(22,06)","(54,06)",438
3350,"(01,00)","(22,07)","(54,07)",502
1654,"(01,00)","(22,08)","(54,08)",566
3542,"(01,00)","(22,09)","(54,09)",630
3958,"(01,00)","(22,10)","(54,10)",694
2486,"(01,00)","(22,11)","(54,11)",758
1590,"(01,00)","(22,12)","(54,12)",822
3062,"(01,00)","(22,13)","(54,13)",886
3510,"(01,00)","(22,14)","(54,14)",950
2326,"(01,00)","(22,15)","(54,15)",1014
1494,"(01,00)","(22,16)","(54,16)",1078
2390,"(01,00)","(22,17)","(54,17)",1142
2838,"(01,00)","(22,18)","(54,18)",1206
1398,"(01,00)","(22,19)","(54,19)",1270
662,"(01,00)","(22,20)","(54,20)",1334
2230,"(01,00)","(22,21)","(54,21)",1398
2966,"(01,00)","(22,22)","(54,22)",1462
1174,"(01,00)","(22,23)","(54,23)",1526
534,"(01,00)","(22,24)","(54,24)",1590
1270,"(01,00)","(22,25)","(54,25)",1654
1526,"(01,00)","(22,26)","(54,26)",1718
822,"(01,00)","(22,27)","(54,27)",1782
22,"(01,00)","(22,28)","(54,28)",1846
374,"(01,00)","(22,29)","(54,29)",1910
950,"(01,00)","(22,30)","(54,30)",1974
278,"(01,00)","(22,31)","(54,31)",2038
2295,"(01,00)","(23,00)","(55,00)",55
3639,"(01,00)","(23,01)","(55,01)",119
4087,"(01,00)","(23,02)","(55,02)",183
3383,"(01,00)","(23,03)","(55,03)",247
1719,"(01,00)","(23,04)","(55,04)",311
3607,"(01,00)","(23,05)","(55,05)",375
3671,"(01,00)","(23,06)","(55,06)",439
3351,"(01,00)","(23,07)","(55,07)",503
1655,"(01,00)","(23,08)","(55,08)",567
3543,"(01,00)","(23,09)","(55,09)",631
3959,"(01,00)","(23,10)","(55,10)",695
2487,"(01,00)","(23,11)","(55,11)",759
1591,"(01,00)","(23,12)","(55,12)",823
3063,"(01,00)","(23,13)","(55,13)",887
3511,"(01,00)","(23,14)","(55,14)",951
2327,"(01,00)","(23,15)","(55,15)",1015
1495,"(01,00)","(23,16)","(55,16)",1079
2391,"(01,00)","(23,17)","(55,17)",1143
2839,"(01,00)","(23,18)","(55,18)",1207
1399,"(01,00)","(23,19)","(55,19)",1271
663,"(01,00)","(23,20)","(55,20)",1335
2231,"(01,00)","(23,21)","(55,21)",1399
2967,"(01,00)","(23,22)","(55,22)",1463
1175,"(01,00)","(23,23)","(55,23)",1527
535,"(01,00)","(23,24)","(55,24)",1591
1271,"(01,00)","(23,25)","(55,25)",1655
1527,"(01,00)","(23,26)","(55,26)",1719
823,"(01,00)","(23,27)","(55,27)",1783
23,"(01,00)","(23,28)","(55,28)",1847
375,"(01,00)","(23,29)","(55,29)",1911
951,"(01,00)","(23,30)","(55,30)",1975
279,"(01,00)","(23,31)","(55,31)",2039
2296,"(01,00)","(24,00)","(56,00)",56
3640,"(01,00)","(24,01)","(56,01)",120
4088,"(01,00)","(24,02)","(56,02)",184
3384,"(01,00)","(24,03)","(56,03)",248
1720,"(01,00)","(24,04)","(56,04)",312
3608,"(01,00)","(24,05)","(56,05)",376
3672,"(01,00)","(24,06)","(56,06)",440
3352,"(01,00)","(24,07)","(56,07)",504
1656,"(01,00)","(24,08)","(56,08)",568
3544,"(01,00)","(24,09)","(56,09)",632
3960,"(01,00)","(24,10)","(56,10)",696
2488,"(01,00)","(24,11)","(56,11)",760
1592,"(01,00)","(24,12)","(56,12)",824
3064,"(01,00)","(24,13)","(56,13)",888
3512,"(01,00)","(24,14)","(56,14)",952
2328,"(01,00)","(24,15)","(56,15)",1016
1496,"(01,00)","(24,16)","(56,16)",1080
2392,"(01,00)","(24,17)","(56,17)",1144
2840,"(01,00)","(24,18)","(56,18)",1208
1400,"(01,00)","(24,19)","(56,19)",1272
664,"(01,00)","(24,20)","(56,20)",1336
2232,"(01,00)","(24,21)","(56,21)",1400
2968,"(01,00)","(24,22)","(56,22)",1464
1176,"(01,00)","(24,23)","(56,23)",1528
536,"(01,00)","(24,24)","(56,24)",1592
1272,"(01,00)","(24,25)","(56,25)",1656
1528,"(01,00)","(24,26)","(56,26)",1720
824,"(01,00)","(24,27)","(56,27)",1784
24,"(01,00)","(24,28)","(56,28)",1848
376,"(01,00)","(24,29)","(56,29)",1912
952,"(01,00)","(24,30)","(56,30)",1976
280,"(01,00)","(24,31)","(56,31)",2040
2297,"(01,00)","(25,00)","(57,00)",57
3641,"(01,00)","(25,01)","(57,01)",121
4089,"(01,00)","(25,02)","(57,02)",185
3385,"(01,00)","(25,03)","(57,03)",249
1721,"(01,00)","(25,04)","(57,04)",313
3609,"(01,00)","(25,05)","(57,05)",377
3673,"(01,00)","(25,06)","(57,06)",441
3353,"(01,00)","(25,07)","(57,07)",505
1657,"(01,00)","(25,08)","(57,08)",569
